a;b;c;result
69;22;89;예각
39;77;64;예각
38;132;10;둔각
93;60;27;둔각
92;55;33;둔각
1;80;99;둔각
18;128;34;둔각
91;46;43;둔각
35;26;119;둔각
85;7;88;예각
39;131;10;둔각
65;75;40;예각
106;40;34;둔각
112;60;8;둔각
37;120;23;둔각
96;82;2;둔각
84;81;15;예각
44;73;63;예각
50;74;56;예각
91;84;5;둔각
98;49;33;둔각
72;29;79;예각
21;53;106;둔각
84;25;71;예각
68;47;65;예각
69;25;86;예각
7;78;95;둔각
13;100;67;둔각
6;109;65;둔각
114;39;27;둔각
101;24;55;둔각
53;96;31;둔각
50;115;15;둔각
104;57;19;둔각
65;11;104;둔각
21;110;49;둔각
40;80;60;예각
1;17;162;둔각
25;30;125;둔각
29;98;53;둔각
118;49;13;둔각
99;64;17;둔각
45;18;117;둔각
39;94;47;둔각
14;142;24;둔각
61;110;9;둔각
4;55;121;둔각
15;62;103;둔각
25;50;105;둔각
50;14;116;둔각
140;1;39;둔각
74;27;79;예각
10;8;162;둔각
16;143;21;둔각
57;100;23;둔각
46;94;40;둔각
6;160;14;둔각
54;11;115;둔각
122;5;53;둔각
41;104;35;둔각
6;17;157;둔각
123;55;2;둔각
56;20;104;둔각
97;61;22;둔각
69;86;25;예각
67;32;81;예각
14;98;68;둔각
126;48;6;둔각
149;8;23;둔각
66;57;57;예각
89;25;66;예각
14;70;96;둔각
48;129;3;둔각
86;83;11;예각
31;45;104;둔각
123;2;55;둔각
5;2;173;둔각
61;34;85;예각
5;25;150;둔각
8;5;167;둔각
55;32;93;둔각
66;111;3;둔각
100;67;13;둔각
11;161;8;둔각
161;17;2;둔각
55;58;67;예각
119;59;2;둔각
108;58;14;둔각
58;72;50;예각
59;30;91;둔각
76;74;30;예각
8;157;15;둔각
88;68;24;예각
43;79;58;예각
15;31;134;둔각
48;70;62;예각
4;102;74;둔각
68;103;9;둔각
3;112;65;둔각
34;71;75;예각
16;81;83;예각
41;14;125;둔각
36;141;3;둔각
27;117;36;둔각
11;52;117;둔각
23;123;34;둔각
20;157;3;둔각
83;12;85;예각
160;17;3;둔각
1;155;24;둔각
88;32;60;예각
113;58;9;둔각
18;147;15;둔각
25;31;124;둔각
56;58;66;예각
103;16;61;둔각
24;145;11;둔각
10;53;117;둔각
103;4;73;둔각
18;9;153;둔각
66;65;49;예각
61;7;112;둔각
22;40;118;둔각
20;66;94;둔각
32;83;65;예각
22;105;53;둔각
54;20;106;둔각
101;67;12;둔각
153;3;24;둔각
129;8;43;둔각
1;76;103;둔각
22;45;113;둔각
4;30;146;둔각
82;61;37;예각
11;33;136;둔각
129;46;5;둔각
132;44;4;둔각
96;36;48;둔각
7;100;73;둔각
70;42;68;예각
2;146;32;둔각
106;36;38;둔각
69;14;97;둔각
82;41;57;예각
17;69;94;둔각
39;31;110;둔각
73;90;17;직각
138;41;1;둔각
89;61;30;예각
4;103;73;둔각
18;74;88;예각
63;42;75;예각
64;68;48;예각
40;5;135;둔각
34;18;128;둔각
105;56;19;둔각
13;43;124;둔각
116;30;34;둔각
110;49;21;둔각
94;83;3;둔각
18;70;92;둔각
119;37;24;둔각
45;128;7;둔각
44;133;3;둔각
74;60;46;예각
102;77;1;둔각
38;73;69;예각
17;161;2;둔각
28;31;121;둔각
9;166;5;둔각
114;37;29;둔각
94;32;54;둔각
42;129;9;둔각
41;53;86;예각
101;32;47;둔각
27;141;12;둔각
143;8;29;둔각
25;38;117;둔각
29;74;77;예각
139;21;20;둔각
1;169;10;둔각
60;53;67;예각
90;18;72;직각
2;145;33;둔각
25;114;41;둔각
139;36;5;둔각
132;41;7;둔각
12;16;152;둔각
90;88;2;직각
26;87;67;예각
45;59;76;예각
17;135;28;둔각
8;155;17;둔각
102;37;41;둔각
121;58;1;둔각
30;136;14;둔각
126;39;15;둔각
6;49;125;둔각
22;65;93;둔각
73;8;99;둔각
23;11;146;둔각
56;59;65;예각
21;152;7;둔각
47;85;48;예각
9;11;160;둔각
20;25;135;둔각
62;59;59;예각
36;69;75;예각
46;98;36;둔각
39;40;101;둔각
134;41;5;둔각
18;76;86;예각
13;76;91;둔각
15;9;156;둔각
100;42;38;둔각
100;15;65;둔각
27;133;20;둔각
84;27;69;예각
25;143;12;둔각
14;7;159;둔각
58;62;60;예각
11;168;1;둔각
24;150;6;둔각
49;61;70;예각
1;91;88;둔각
71;14;95;둔각
38;107;35;둔각
24;26;130;둔각
77;73;30;예각
93;16;71;둔각
127;15;38;둔각
5;118;57;둔각
36;78;66;예각
104;53;23;둔각
99;54;27;둔각
73;4;103;둔각
9;30;141;둔각
102;47;31;둔각
102;34;44;둔각
164;3;13;둔각
46;99;35;둔각
75;11;94;둔각
111;17;52;둔각
37;97;46;둔각
29;137;14;둔각
15;151;14;둔각
7;93;80;둔각
13;104;63;둔각
45;33;102;둔각
53;74;53;예각
137;1;42;둔각
112;65;3;둔각
12;19;149;둔각
34;135;11;둔각
54;51;75;예각
41;56;83;예각
94;9;77;둔각
19;9;152;둔각
57;103;20;둔각
65;61;54;예각
61;15;104;둔각
106;73;1;둔각
25;117;38;둔각
105;55;20;둔각
55;122;3;둔각
3;50;127;둔각
65;113;2;둔각
123;8;49;둔각
25;98;57;둔각
38;23;119;둔각
21;121;38;둔각
11;157;12;둔각
27;121;32;둔각
115;61;4;둔각
15;106;59;둔각
71;99;10;둔각
70;26;84;예각
131;44;5;둔각
66;103;11;둔각
47;108;25;둔각
101;21;58;둔각
70;53;57;예각
109;15;56;둔각
29;116;35;둔각
128;36;16;둔각
56;55;69;예각
16;93;71;둔각
15;134;31;둔각
168;7;5;둔각
55;120;5;둔각
35;75;70;예각
36;77;67;예각
25;108;47;둔각
98;42;40;둔각
50;34;96;둔각
112;47;21;둔각
137;41;2;둔각
108;67;5;둔각
31;68;81;예각
77;81;22;예각
98;63;19;둔각
44;90;46;직각
149;10;21;둔각
39;96;45;둔각
6;166;8;둔각
9;160;11;둔각
72;6;102;둔각
117;47;16;둔각
48;87;45;예각
9;110;61;둔각
36;97;47;둔각
30;95;55;둔각
35;121;24;둔각
48;109;23;둔각
178;1;1;둔각
18;140;22;둔각
62;108;10;둔각
101;6;73;둔각
76;7;97;둔각
121;52;7;둔각
9;83;88;예각
23;3;154;둔각
115;38;27;둔각
68;34;78;예각
124;43;13;둔각
23;14;143;둔각
27;35;118;둔각
81;91;8;둔각
19;128;33;둔각
44;68;68;예각
46;64;70;예각
24;13;143;둔각
17;47;116;둔각
58;42;80;예각
97;62;21;둔각
55;61;64;예각
96;25;59;둔각
31;84;65;예각
64;25;91;둔각
69;84;27;예각
23;138;19;둔각
98;21;61;둔각
2;125;53;둔각
59;14;107;둔각
15;53;112;둔각
145;22;13;둔각
21;61;98;둔각
1;63;116;둔각
106;31;43;둔각
92;7;81;둔각
55;38;87;예각
34;45;101;둔각
21;4;155;둔각
11;87;82;예각
41;94;45;둔각
99;20;61;둔각
106;39;35;둔각
58;80;42;예각
3;34;143;둔각
45;55;80;예각
25;55;100;둔각
12;115;53;둔각
70;45;65;예각
139;9;32;둔각
20;46;114;둔각
108;57;15;둔각
106;43;31;둔각
13;163;4;둔각
89;22;69;예각
162;10;8;둔각
26;38;116;둔각
30;66;84;예각
27;112;41;둔각
24;15;141;둔각
114;33;33;둔각
58;59;63;예각
32;127;21;둔각
12;39;129;둔각
32;48;100;둔각
29;73;78;예각
9;104;67;둔각
132;17;31;둔각
14;85;81;예각
78;19;83;예각
103;69;8;둔각
50;64;66;예각
10;125;45;둔각
145;12;23;둔각
4;10;166;둔각
54;95;31;둔각
65;67;48;예각
18;114;48;둔각
89;31;60;예각
63;55;62;예각
8;128;44;둔각
92;84;4;둔각
33;97;50;둔각
14;6;160;둔각
22;102;56;둔각
79;40;61;예각
31;123;26;둔각
143;24;13;둔각
19;18;143;둔각
30;73;77;예각
26;116;38;둔각
108;25;47;둔각
83;81;16;예각
51;25;104;둔각
16;135;29;둔각
10;7;163;둔각
134;39;7;둔각
125;17;38;둔각
50;106;24;둔각
82;84;14;예각
38;43;99;둔각
71;61;48;예각
128;47;5;둔각
64;107;9;둔각
91;43;46;둔각
136;1;43;둔각
73;37;70;예각
57;60;63;예각
4;77;99;둔각
26;108;46;둔각
130;14;36;둔각
39;139;2;둔각
125;39;16;둔각
15;43;122;둔각
109;27;44;둔각
157;13;10;둔각
19;61;100;둔각
38;88;54;예각
118;56;6;둔각
123;22;35;둔각
85;11;84;예각
24;116;40;둔각
1;134;45;둔각
160;6;14;둔각
46;39;95;둔각
30;12;138;둔각
116;38;26;둔각
44;26;110;둔각
88;85;7;예각
25;138;17;둔각
16;155;9;둔각
31;144;5;둔각
92;73;15;둔각
19;149;12;둔각
72;5;103;둔각
15;141;24;둔각
61;103;16;둔각
113;26;41;둔각
102;57;21;둔각
51;10;119;둔각
88;83;9;예각
58;87;35;예각
143;27;10;둔각
110;63;7;둔각
43;128;9;둔각
107;60;13;둔각
72;65;43;예각
24;153;3;둔각
56;7;117;둔각
40;61;79;예각
119;1;60;둔각
12;121;47;둔각
47;126;7;둔각
96;80;4;둔각
127;10;43;둔각
12;126;42;둔각
60;30;90;직각
36;109;35;둔각
66;73;41;예각
84;56;40;예각
81;21;78;예각
44;64;72;예각
58;7;115;둔각
41;114;25;둔각
92;31;57;둔각
73;42;65;예각
6;20;154;둔각
10;66;104;둔각
46;107;27;둔각
2;177;1;둔각
22;149;9;둔각
25;63;92;둔각
18;23;139;둔각
17;102;61;둔각
60;103;17;둔각
38;87;55;예각
47;44;89;예각
115;34;31;둔각
12;66;102;둔각
28;128;24;둔각
61;29;90;직각
69;71;40;예각
23;71;86;예각
59;11;110;둔각
39;24;117;둔각
7;13;160;둔각
22;148;10;둔각
12;44;124;둔각
47;18;115;둔각
79;66;35;예각
1;118;61;둔각
135;22;23;둔각
73;93;14;둔각
131;7;42;둔각
23;16;141;둔각
77;12;91;둔각
141;25;14;둔각
40;102;38;둔각
130;4;46;둔각
8;91;81;둔각
62;65;53;예각
70;12;98;둔각
94;3;83;둔각
34;98;48;둔각
34;88;58;예각
29;88;63;예각
98;46;36;둔각
124;34;22;둔각
19;102;59;둔각
164;2;14;둔각
30;17;133;둔각
21;99;60;둔각
77;92;11;둔각
39;39;102;둔각
49;37;94;둔각
95;16;69;둔각
85;53;42;예각
62;28;90;직각
99;66;15;둔각
66;79;35;예각
53;57;70;예각
96;58;26;둔각
97;39;44;둔각
71;69;40;예각
17;133;30;둔각
75;75;30;예각
26;71;83;예각
65;24;91;둔각
22;79;79;예각
81;47;52;예각
12;105;63;둔각
64;17;99;둔각
100;18;62;둔각
123;28;29;둔각
76;83;21;예각
63;98;19;둔각
22;57;101;둔각
61;50;69;예각
101;23;56;둔각
46;88;46;예각
7;125;48;둔각
67;103;10;둔각
4;15;161;둔각
7;145;28;둔각
7;95;78;둔각
21;124;35;둔각
26;19;135;둔각
57;58;65;예각
153;1;26;둔각
10;147;23;둔각
21;37;122;둔각
87;72;21;예각
26;139;15;둔각
21;79;80;예각
174;5;1;둔각
2;20;158;둔각
63;95;22;둔각
120;4;56;둔각
16;154;10;둔각
22;108;50;둔각
17;66;97;둔각
80;43;57;예각
38;133;9;둔각
8;99;73;둔각
13;79;88;예각
39;48;93;둔각
12;28;140;둔각
48;86;46;예각
7;130;43;둔각
33;38;109;둔각
110;48;22;둔각
48;12;120;둔각
23;76;81;예각
46;131;3;둔각
27;142;11;둔각
7;89;84;예각
104;59;17;둔각
57;41;82;예각
32;16;132;둔각
96;67;17;둔각
74;44;62;예각
22;58;100;둔각
101;27;52;둔각
114;65;1;둔각
8;23;149;둔각
63;23;94;둔각
15;80;85;예각
30;119;31;둔각
63;79;38;예각
9;18;153;둔각
53;18;109;둔각
77;40;63;예각
96;74;10;둔각
70;49;61;예각
40;84;56;예각
6;30;144;둔각
37;85;58;예각
26;62;92;둔각
97;28;55;둔각
37;35;108;둔각
2;55;123;둔각
127;25;28;둔각
109;12;59;둔각
133;23;24;둔각
38;72;70;예각
30;105;45;둔각
55;124;1;둔각
86;13;81;예각
14;114;52;둔각
166;13;1;둔각
34;7;139;둔각
163;14;3;둔각
22;35;123;둔각
97;74;9;둔각
44;13;123;둔각
19;16;145;둔각
33;58;89;예각
146;21;13;둔각
35;15;130;둔각
21;149;10;둔각
31;57;92;둔각
33;73;74;예각
91;6;83;둔각
79;81;20;예각
9;54;117;둔각
94;41;45;둔각
77;76;27;예각
11;64;105;둔각
66;27;87;예각
10;113;57;둔각
149;30;1;둔각
4;139;37;둔각
152;12;16;둔각
34;1;145;둔각
21;118;41;둔각
47;54;79;예각
37;119;24;둔각
12;107;61;둔각
75;2;103;둔각
81;90;9;직각
40;135;5;둔각
108;37;35;둔각
122;53;5;둔각
9;80;91;둔각
79;47;54;예각
43;2;135;둔각
16;42;122;둔각
114;24;42;둔각
46;93;41;둔각
58;31;91;둔각
32;81;67;예각
19;145;16;둔각
76;46;58;예각
152;14;14;둔각
62;72;46;예각
27;37;116;둔각
5;45;130;둔각
81;30;69;예각
23;95;62;둔각
18;15;147;둔각
83;89;8;예각
31;10;139;둔각
127;48;5;둔각
50;51;79;예각
123;50;7;둔각
13;69;98;둔각
71;75;34;예각
124;19;37;둔각
89;32;59;예각
31;5;144;둔각
14;71;95;둔각
27;58;95;둔각
57;50;73;예각
42;103;35;둔각
8;167;5;둔각
126;17;37;둔각
99;77;4;둔각
80;28;72;예각
44;25;111;둔각
33;15;132;둔각
53;85;42;예각
41;6;133;둔각
82;36;62;예각
17;19;144;둔각
39;10;131;둔각
79;96;5;둔각
1;3;176;둔각
103;39;38;둔각
44;98;38;둔각
132;31;17;둔각
28;108;44;둔각
87;87;6;예각
42;25;113;둔각
159;20;1;둔각
169;10;1;둔각
66;8;106;둔각
23;120;37;둔각
139;23;18;둔각
18;22;140;둔각
26;114;40;둔각
49;87;44;예각
109;16;55;둔각
9;118;53;둔각
12;111;57;둔각
69;7;104;둔각
30;23;127;둔각
108;27;45;둔각
18;127;35;둔각
33;129;18;둔각
140;7;33;둔각
120;15;45;둔각
57;17;106;둔각
44;121;15;둔각
14;88;78;예각
120;41;19;둔각
45;69;66;예각
129;36;15;둔각
39;95;46;둔각
80;92;8;둔각
141;17;22;둔각
126;18;36;둔각
100;60;20;둔각
98;70;12;둔각
29;58;93;둔각
96;43;41;둔각
7;16;157;둔각
80;91;9;둔각
52;7;121;둔각
9;43;128;둔각
27;95;58;둔각
14;111;55;둔각
113;44;23;둔각
54;30;96;둔각
10;45;125;둔각
76;45;59;예각
102;27;51;둔각
110;14;56;둔각
77;16;87;예각
46;38;96;둔각
47;36;97;둔각
105;45;30;둔각
112;6;62;둔각
14;112;54;둔각
38;46;96;둔각
13;93;74;둔각
56;81;43;예각
27;2;151;둔각
129;44;7;둔각
53;62;65;예각
19;11;150;둔각
120;36;24;둔각
19;139;22;둔각
89;54;37;예각
79;71;30;예각
120;10;50;둔각
79;12;89;예각
68;8;104;둔각
77;56;47;예각
74;81;25;예각
122;47;11;둔각
131;34;15;둔각
31;122;27;둔각
45;82;53;예각
72;69;39;예각
30;143;7;둔각
171;3;6;둔각
15;60;105;둔각
93;61;26;둔각
77;29;74;예각
135;16;29;둔각
15;84;81;예각
62;79;39;예각
98;22;60;둔각
69;13;98;둔각
113;43;24;둔각
88;18;74;예각
23;68;89;예각
94;70;16;둔각
120;55;5;둔각
157;11;12;둔각
42;80;58;예각
59;83;38;예각
66;84;30;예각
42;41;97;둔각
130;28;22;둔각
18;95;67;둔각
66;104;10;둔각
26;31;123;둔각
46;52;82;예각
65;72;43;예각
64;49;67;예각
13;148;19;둔각
56;89;35;예각
113;59;8;둔각
15;7;158;둔각
25;35;120;둔각
71;2;107;둔각
141;23;16;둔각
80;60;40;예각
52;44;84;예각
116;21;43;둔각
1;24;155;둔각
134;12;34;둔각
52;113;15;둔각
61;65;54;예각
89;33;58;예각
62;15;103;둔각
143;19;18;둔각
67;50;63;예각
81;45;54;예각
23;116;41;둔각
140;16;24;둔각
122;26;32;둔각
11;7;162;둔각
64;100;16;둔각
35;1;144;둔각
54;87;39;예각
15;78;87;예각
37;129;14;둔각
24;61;95;둔각
32;126;22;둔각
86;65;29;예각
2;40;138;둔각
42;116;22;둔각
86;12;82;예각
40;43;97;둔각
90;64;26;직각
64;41;75;예각
21;155;4;둔각
35;4;141;둔각
35;19;126;둔각
8;57;115;둔각
8;142;30;둔각
113;7;60;둔각
16;2;162;둔각
10;1;169;둔각
15;75;90;직각
15;33;132;둔각
7;139;34;둔각
62;10;108;둔각
64;39;77;예각
11;111;58;둔각
8;101;71;둔각
113;31;36;둔각
11;42;127;둔각
84;76;20;예각
28;27;125;둔각
18;91;71;둔각
62;8;110;둔각
107;39;34;둔각
95;36;49;둔각
1;178;1;둔각
159;4;17;둔각
20;94;66;둔각
17;9;154;둔각
26;142;12;둔각
59;7;114;둔각
81;26;73;예각
42;14;124;둔각
51;127;2;둔각
73;39;68;예각
27;100;53;둔각
124;7;49;둔각
69;39;72;예각
132;22;26;둔각
28;44;108;둔각
52;64;64;예각
74;87;19;예각
4;73;103;둔각
65;4;111;둔각
57;96;27;둔각
29;10;141;둔각
81;64;35;예각
74;35;71;예각
24;33;123;둔각
6;90;84;직각
17;98;65;둔각
18;134;28;둔각
12;157;11;둔각
61;54;65;예각
113;46;21;둔각
103;54;23;둔각
26;72;82;예각
21;117;42;둔각
33;44;103;둔각
10;114;56;둔각
100;28;52;둔각
123;7;50;둔각
39;123;18;둔각
96;28;56;둔각
28;22;130;둔각
6;114;60;둔각
9;24;147;둔각
5;122;53;둔각
107;6;67;둔각
60;81;39;예각
20;116;44;둔각
38;19;123;둔각
31;60;89;예각
31;105;44;둔각
69;73;38;예각
50;107;23;둔각
50;10;120;둔각
50;93;37;둔각
16;115;49;둔각
23;75;82;예각
1;62;117;둔각
17;138;25;둔각
49;42;89;예각
25;20;135;둔각
102;7;71;둔각
142;34;4;둔각
88;1;91;둔각
13;49;118;둔각
54;48;78;예각
65;101;14;둔각
128;3;49;둔각
35;45;100;둔각
74;64;42;예각
19;85;76;예각
123;24;33;둔각
65;94;21;둔각
90;61;29;직각
39;41;100;둔각
18;150;12;둔각
31;76;73;예각
30;140;10;둔각
7;82;91;둔각
106;45;29;둔각
5;142;33;둔각
24;113;43;둔각
24;123;33;둔각
115;7;58;둔각
145;18;17;둔각
48;77;55;예각
27;134;19;둔각
103;30;47;둔각
55;92;33;둔각
86;72;22;예각
98;48;34;둔각
50;27;103;둔각
55;62;63;예각
55;54;71;예각
16;68;96;둔각
17;55;108;둔각
117;18;45;둔각
91;85;4;둔각
26;73;81;예각
109;47;24;둔각
169;8;3;둔각
7;38;135;둔각
91;40;49;둔각
3;47;130;둔각
57;6;117;둔각
22;22;136;둔각
20;144;16;둔각
18;66;96;둔각
155;18;7;둔각
119;36;25;둔각
19;80;81;예각
93;83;4;둔각
2;28;150;둔각
101;47;32;둔각
170;1;9;둔각
30;31;119;둔각
5;56;119;둔각
102;33;45;둔각
94;85;1;둔각
32;63;85;예각
5;19;156;둔각
123;49;8;둔각
7;17;156;둔각
71;24;85;예각
69;109;2;둔각
75;72;33;예각
46;3;131;둔각
9;15;156;둔각
4;90;86;직각
141;11;28;둔각
126;24;30;둔각
33;106;41;둔각
50;76;54;예각
48;64;68;예각
68;30;82;예각
20;57;103;둔각
1;176;3;둔각
1;126;53;둔각
118;47;15;둔각
18;97;65;둔각
50;99;31;둔각
11;3;166;둔각
25;144;11;둔각
69;11;100;둔각
81;17;82;예각
6;61;113;둔각
34;89;57;예각
61;56;63;예각
53;118;9;둔각
55;40;85;예각
144;27;9;둔각
88;51;41;예각
62;50;68;예각
57;22;101;둔각
114;12;54;둔각
25;68;87;예각
75;99;6;둔각
29;22;129;둔각
120;2;58;둔각
52;40;88;예각
59;44;77;예각
101;56;23;둔각
125;19;36;둔각
141;33;6;둔각
42;88;50;예각
92;28;60;둔각
19;82;79;예각
87;19;74;예각
94;24;62;둔각
88;7;85;예각
9;124;47;둔각
115;57;8;둔각
9;134;37;둔각
120;44;16;둔각
72;86;22;예각
2;27;151;둔각
11;47;122;둔각
114;2;64;둔각
80;58;42;예각
86;75;19;예각
52;88;40;예각
147;15;18;둔각
144;19;17;둔각
18;105;57;둔각
62;46;72;예각
73;43;64;예각
56;37;87;예각
55;99;26;둔각
61;70;49;예각
114;43;23;둔각
120;30;30;둔각
36;67;77;예각
78;64;38;예각
33;82;65;예각
31;106;43;둔각
130;30;20;둔각
142;21;17;둔각
71;102;7;둔각
57;72;51;예각
49;101;30;둔각
58;109;13;둔각
25;10;145;둔각
40;51;89;예각
44;33;103;둔각
65;98;17;둔각
29;78;73;예각
24;66;90;직각
101;58;21;둔각
56;19;105;둔각
155;21;4;둔각
45;9;126;둔각
8;86;86;예각
110;31;39;둔각
34;74;72;예각
22;99;59;둔각
36;92;52;둔각
30;47;103;둔각
31;104;45;둔각
4;37;139;둔각
34;111;35;둔각
51;1;128;둔각
32;39;109;둔각
12;164;4;둔각
60;87;33;예각
27;29;124;둔각
47;4;129;둔각
11;14;155;둔각
59;40;81;예각
66;49;65;예각
159;10;11;둔각
47;6;127;둔각
16;45;119;둔각
56;78;46;예각
74;76;30;예각
54;9;117;둔각
82;32;66;예각
78;60;42;예각
92;8;80;둔각
8;149;23;둔각
90;52;38;직각
79;21;80;예각
56;34;90;직각
153;26;1;둔각
14;163;3;둔각
48;39;93;둔각
35;99;46;둔각
55;27;98;둔각
38;106;36;둔각
39;117;24;둔각
62;47;71;예각
66;62;52;예각
28;16;136;둔각
52;93;35;둔각
132;26;22;둔각
27;130;23;둔각
134;15;31;둔각
26;102;52;둔각
2;41;137;둔각
61;79;40;예각
86;44;50;예각
28;96;56;둔각
99;79;2;둔각
4;41;135;둔각
62;17;101;둔각
75;45;60;예각
7;19;154;둔각
99;16;65;둔각
49;14;117;둔각
48;120;12;둔각
83;80;17;예각
17;141;22;둔각
41;134;5;둔각
7;123;50;둔각
137;18;25;둔각
97;66;17;둔각
92;67;21;둔각
51;47;82;예각
35;49;96;둔각
19;138;23;둔각
49;77;54;예각
45;84;51;예각
21;107;52;둔각
69;48;63;예각
118;55;7;둔각
147;6;27;둔각
89;42;49;예각
12;65;103;둔각
6;29;145;둔각
33;11;136;둔각
100;12;68;둔각
74;24;82;예각
21;145;14;둔각
54;74;52;예각
63;109;8;둔각
156;1;23;둔각
104;47;29;둔각
67;66;47;예각
138;36;6;둔각
21;127;32;둔각
125;25;30;둔각
27;13;140;둔각
139;24;17;둔각
105;52;23;둔각
102;1;77;둔각
28;37;115;둔각
50;43;87;예각
150;18;12;둔각
12;22;146;둔각
25;2;153;둔각
79;13;88;예각
33;30;117;둔각
65;34;81;예각
46;109;25;둔각
81;14;85;예각
40;9;131;둔각
87;54;39;예각
19;49;112;둔각
103;65;12;둔각
87;31;62;예각
19;41;120;둔각
10;83;87;예각
51;49;80;예각
22;127;31;둔각
162;13;5;둔각
21;6;153;둔각
73;75;32;예각
15;18;147;둔각
13;154;13;둔각
57;67;56;예각
53;84;43;예각
13;140;27;둔각
18;84;78;예각
12;8;160;둔각
96;50;34;둔각
62;96;22;둔각
28;45;107;둔각
65;53;62;예각
91;74;15;둔각
30;49;101;둔각
68;99;13;둔각
100;68;12;둔각
5;87;88;예각
30;98;52;둔각
51;121;8;둔각
68;95;17;둔각
103;24;53;둔각
39;78;63;예각
139;1;40;둔각
72;44;64;예각
35;72;73;예각
61;94;25;둔각
42;120;18;둔각
36;55;89;예각
109;17;54;둔각
99;12;69;둔각
42;101;37;둔각
49;22;109;둔각
106;55;19;둔각
88;22;70;예각
119;26;35;둔각
122;46;12;둔각
72;45;63;예각
1;69;110;둔각
39;59;82;예각
43;80;57;예각
6;8;166;둔각
167;4;9;둔각
5;99;76;둔각
40;45;95;둔각
6;35;139;둔각
97;73;10;둔각
55;65;60;예각
78;34;68;예각
53;116;11;둔각
15;158;7;둔각
73;52;55;예각
26;59;95;둔각
19;28;133;둔각
116;42;22;둔각
83;92;5;둔각
76;62;42;예각
108;7;65;둔각
61;2;117;둔각
9;56;115;둔각
31;115;34;둔각
56;57;67;예각
20;159;1;둔각
128;29;23;둔각
66;21;93;둔각
14;129;37;둔각
58;11;111;둔각
14;93;73;둔각
29;142;9;둔각
58;67;55;예각
24;30;126;둔각
124;31;25;둔각
56;74;50;예각
38;125;17;둔각
143;7;30;둔각
5;43;132;둔각
112;4;64;둔각
67;31;82;예각
26;26;128;둔각
97;45;38;둔각
47;15;118;둔각
113;53;14;둔각
3;95;82;둔각
76;57;47;예각
18;148;14;둔각
9;139;32;둔각
155;6;19;둔각
26;127;27;둔각
5;93;82;둔각
166;7;7;둔각
35;29;116;둔각
120;26;34;둔각
47;117;16;둔각
85;25;70;예각
106;35;39;둔각
115;28;37;둔각
84;49;47;예각
77;27;76;예각
82;91;7;둔각
18;72;90;직각
103;42;35;둔각
51;64;65;예각
15;76;89;예각
18;48;114;둔각
114;29;37;둔각
54;66;60;예각
50;92;38;둔각
98;54;28;둔각
5;55;120;둔각
69;20;91;둔각
85;93;2;둔각
110;8;62;둔각
8;102;70;둔각
83;36;61;예각
79;57;44;예각
37;131;12;둔각
68;4;108;둔각
28;70;82;예각
8;123;49;둔각
65;23;92;둔각
10;19;151;둔각
151;23;6;둔각
27;39;114;둔각
14;80;86;예각
166;12;2;둔각
81;9;90;직각
160;1;19;둔각
6;118;56;둔각
5;31;144;둔각
114;62;4;둔각
43;103;34;둔각
1;106;73;둔각
91;26;63;둔각
49;23;108;둔각
24;94;62;둔각
37;141;2;둔각
33;96;51;둔각
47;60;73;예각
95;68;17;둔각
108;66;6;둔각
